hash;Avast;AVG;BitDefender;ESET-NOD32;FireEye;Kaspersky;McAfee;Microsoft;Symantec;TrendMicro;detections;Neural Network;Malware
0c86b8dba4c7789c2d7f5f5e343ae921;1;1;1;1;1;1;1;1;1;1;10;1;1
92f935f42f6051ee6f81eb87ae13bfa9;1;1;1;1;1;1;1;1;1;1;10;1;1
2c1ad03cc3291c02898eb5a795d6ce83;1;1;1;1;1;1;1;1;1;1;10;1;1
187a269d103856e0d922e71e26046ac4;1;1;1;1;1;1;1;1;1;1;10;1;1
dbd81ba0d17423d4966ade1236ce79af;0;0;1;0;1;0;0;0;0;0;2;1;1
e3f54665620fe7e06b52fb781f27cb4e;1;1;1;1;1;1;1;1;1;1;10;1;1
97dd0c28e4bc7184e500b88822f6115c;1;1;1;1;1;1;1;1;1;1;10;1;1
311102ca55b09ee930cfceca5e4c06da;1;1;1;1;1;1;1;1;1;1;10;1;1
5107a77926256b619f4e702900bc6644;1;1;1;1;1;1;1;1;1;1;10;1;1
605e2e137b27ca373e5768af5258559d;1;1;1;1;1;1;1;1;1;1;10;1;1
5f7b0769ecc70adc2b32c6916050d4ab;1;1;1;1;1;1;1;1;1;1;10;1;1
a7fe386df37ae66d6f28ed9b91e0278f;1;1;1;1;1;1;1;1;1;1;10;1;1
ab747d205d00ba641f13d362d234c5f4;1;1;1;1;1;1;1;1;1;1;10;1;1
6ab77de0a407ebcdaf109615ba9a999c;1;1;1;1;1;1;1;1;1;0;9;1;1
23b04f4c7d134b4b8a7eadd756da0e14;1;1;1;1;1;1;1;1;1;1;10;1;1
449afa12bc0b10528057490c0b30b91d;1;1;1;1;1;1;1;1;1;1;10;1;1
12c76001471eaad13a04f0b0aba1c1ba;1;1;1;1;1;1;1;1;1;1;10;0;1
f8f2a1a2069f5f50fb69c18743bb2fe6;1;1;1;1;1;1;1;1;1;1;10;1;1
aeed467bd3fa90f23839ed04d242e86c;1;1;1;1;1;1;1;1;1;1;10;1;1
93b821f24ae3f9d3b6725c7dabd9e9df;1;1;1;1;1;1;1;1;1;1;10;0;1
e4c32daf08e6402c918e9140ff3258b0;1;1;1;1;1;1;1;1;1;0;9;1;1
12c6c1f0e5fb3368ab6554107edd565a;1;1;1;1;1;1;1;1;1;1;10;1;1
dc15eedf933207256df7a8d53e0318b5;1;1;1;1;1;1;1;1;1;1;10;1;1
514c4902edd3b52db3447d7a677580ac;1;1;1;1;1;1;1;1;1;1;10;1;1
d80fbf3a70777f6c6185572735be18ca;1;1;1;1;1;1;1;1;1;1;10;1;1
c526de0ef069e08b79e6c09f8c30d098;1;1;1;1;1;1;1;1;1;1;10;1;1
62b4f22402ef8124a627dc921e977463;1;1;1;1;1;1;1;1;1;1;10;1;1
18a13f7702d5ea5c943dab686f3d953f;1;1;1;1;1;1;1;1;1;1;10;1;1
fe2c7229891329bd1590ab1ce9a50bb1;1;1;1;1;1;1;1;1;1;1;10;1;1
b3e8431291e6bca9ae08c032b07ff2aa;0;0;0;1;1;1;1;1;1;0;6;1;1
b97cb53350531b16916052fcf1ccdf53;1;1;1;1;1;1;1;1;1;1;10;1;1
b0cac1cdd3c9ab7d332811850ddd8ab9;1;1;1;1;1;1;1;1;1;1;10;1;1
1a4c60ff72699c00de23a1976ba434c8;1;1;1;1;1;1;1;1;1;1;10;1;1
8598be44fee4a0f4002811394de881c3;0;0;0;1;1;0;0;1;0;0;3;1;1
315f6dd2738e1be092e66201866753bb;1;1;1;1;1;1;1;1;1;1;10;1;1
3541e03c1641b9e634af1519fde15861;1;1;1;1;1;1;1;1;1;1;10;0;1
6ebe8a48cb4670242ca38a3065f2b154;1;1;1;1;1;1;1;1;1;1;10;1;1
a88068b3e985225483b4bb7a2d47ec81;1;1;1;1;1;1;1;0;1;1;9;1;1
1ec5e650aa3eb775e3bce1d961238bf9;1;1;1;1;1;1;1;1;1;1;10;1;1
6f9ce67a343b9f8bed90957132be043c;1;1;1;1;1;1;1;1;1;1;10;1;1
6ee086f9280e9b6dd55baeb5d247b8fc;0;0;1;1;1;1;1;1;1;1;8;1;1
7a2aa5296d6dd24fe46491052910b9d0;1;1;1;1;1;1;1;1;1;1;10;1;1
c5a8bc40ff71edd375159f5acb24727b;1;1;1;1;1;1;1;1;1;1;10;1;1
d37e0ec1dcb659079b3fa7deaa66ee45;1;1;1;1;1;1;1;1;1;1;10;1;1
e5b79d5699c82c22ac989a739754340d;1;1;1;1;1;1;1;1;1;1;10;1;1
9e0d55ea6fbd06df70af866d0fe5bb79;1;1;1;1;1;1;1;1;1;1;10;1;1
fae23a2a64b058a1b32f2720069ea39f;1;1;1;1;1;1;1;1;1;1;10;1;1
6e781b726c45d693c88ae0bdf8e6337b;0;0;0;1;1;0;0;1;1;0;4;1;1
61d6647fc63e47f09f89795e8416a518;1;1;1;1;1;1;1;1;1;1;10;1;1
2636db61841d283706bb00860da62c36;1;1;1;1;1;1;1;1;1;1;10;1;1
df4fff7588f6cfe466453047f068131f;1;1;1;1;1;1;1;1;1;1;10;1;1
5fabcf20e6b192a9a83162a307a92f66;1;1;1;1;1;1;1;1;1;0;9;1;1
f6ed17484c4ea723b3761dc12c49724e;1;1;1;1;1;1;1;1;1;1;10;1;1
4a37a3769de56de4edcc8853d50e29e0;1;1;1;1;1;1;1;1;1;0;9;1;1
ccbd8c021b03a2815dc6cd096e353149;1;1;1;1;1;1;1;1;1;1;10;1;1
42a1bf57e59510b27b6128f1edc76fa7;1;1;1;1;1;1;1;1;1;1;10;1;1
f844aa99606de3330a2ec9cb80bf6a5f;1;1;1;1;1;1;1;1;1;1;10;1;1
23131a649f523235cca4f88db2342807;1;1;1;1;1;1;1;1;1;1;10;1;1
1a48873c310f6de3254ff1858df52a53;1;1;1;1;1;1;1;1;1;1;10;1;1
2d9321260dc3b2d604770a4fff62dee7;1;1;1;1;1;1;1;1;1;1;10;1;1
fb0611d2ff9394163a5aa3fd0082a628;1;1;1;1;1;1;1;1;1;1;10;1;1
fda41b6c829f05a7ffbee54fa50e1dff;1;1;1;1;1;1;1;1;1;1;10;1;1
2ce47dff1024cea46a2e5c36ade44542;1;1;1;1;1;1;1;1;1;1;10;1;1
4d7528ff3e3e634db83bdc55c56ac62a;1;1;1;1;1;1;1;1;1;1;10;1;1
2ffa7bda29c01daec48402fb8e13a7d1;1;1;1;1;1;1;1;1;1;1;10;1;1
b79f3a37ad95e302618c614261703c7e;1;1;1;1;1;1;1;1;1;1;10;1;1
53cb7728b9a6c3348d3d690f838a4415;1;1;1;1;1;1;1;1;1;0;9;1;1
3184692381d9945f02f5a4bece23818f;1;1;1;1;1;1;1;1;1;1;10;1;1
0a86052dfb04ae542ae61d99bed7a789;1;1;1;1;1;1;1;1;1;1;10;1;1
80bf3d2f70c294bc8f260711b390a649;1;1;1;1;1;1;1;1;1;1;10;1;1
5bf14fa31940ec3bd25065d3d51fe36d;1;1;1;1;1;1;1;1;1;1;10;1;1
cf84bcaee07c71ce84e017806ceb559a;1;1;1;1;1;1;1;1;1;1;10;1;1
c0fc064fe7143853d78f95b93e952712;1;1;1;1;1;1;1;1;1;1;10;1;1
2cda3d4c1cebec83dae1823e48b2129a;1;1;1;1;1;1;1;1;1;1;10;1;1
c4df328f52522f048ca32b7e479fc0ac;1;1;1;1;1;1;1;1;1;1;10;1;1
6dd53f259450823e6b2831a7bf79189b;1;1;1;1;1;1;1;1;1;1;10;1;1
4260854d5c242d69107f49bad604b5c5;1;1;1;1;1;1;1;1;1;1;10;1;1
1b65367efe80a7478d11c3930d3ef320;1;1;1;1;1;1;1;1;1;1;10;1;1
63831c721dddee09571fe4d9df808576;1;1;1;1;1;1;1;1;1;1;10;1;1
d661c9e364745c8487438ee2dc1bdb6c;1;1;1;1;1;1;1;1;1;1;10;1;1
4a2f69f6f9905171f39674eb3da90c58;1;1;1;1;1;1;1;1;1;1;10;1;1
80aa55446b619b6e8f81daae7fc3ce7a;1;1;1;1;1;1;1;1;1;0;9;1;1
5a0f3b69836dad4025cc1eb1825759b8;1;1;1;1;1;1;1;1;1;1;10;1;1
43c89b8dc5f9cac3d143238ba74c9002;1;1;1;1;1;1;1;1;1;1;10;1;1
5c1b56abfcddfaa0d8c3c81a2ea7b382;1;1;1;1;1;1;1;1;1;1;10;1;1
fd9c048a24d2896e2a3dc2cbd921a8fc;1;1;1;1;1;1;1;1;1;1;10;1;1
c6b0da8a4b100bee3958498acdbcf97d;0;0;1;1;1;1;1;1;1;0;7;0;1
0b0c4c786d5d284d19fa1a35c526d29e;1;1;1;1;1;1;1;1;1;1;10;1;1
b551446aa08f4a74541817adc7324b09;1;1;1;1;1;1;1;1;1;1;10;1;1
aa1b509d21385c7c040277aeb3627b40;1;1;1;1;1;1;1;1;1;1;10;1;1
80bc493320984ff93bab6866eaf0fd2e;1;1;1;1;1;1;1;1;1;0;9;1;1
7507fa9b94527509a21acb9bfe828508;1;1;1;1;1;1;1;1;1;1;10;1;1
052e0c02edf62d8f10ea2cf2bcfb3b1f;1;1;1;1;1;1;1;1;1;1;10;1;1
37aa5a40f887d4af4058ed721e3b400d;1;1;1;1;1;1;1;1;1;1;10;1;1
20e5e4607fb6e9311173af7ee5449408;1;1;1;1;1;1;1;1;1;1;10;1;1
ee742e9dfe68e5f4633d4d2ef3fce549;1;1;1;1;1;1;1;1;1;1;10;1;1
7b561962d5f88a3d4dd20051e5a5420f;1;1;1;1;1;1;1;1;1;1;10;0;1
a18d9db929d60c27e9221ba0bd98d383;1;1;1;1;1;1;1;1;1;1;10;1;1
f5a55070ea8c80fab69335db6e299fc4;1;1;1;1;1;1;1;1;1;1;10;1;1
5521b99b3fddfd85d4e3deecd76ca528;0;1;0;1;1;1;1;1;1;0;7;1;1
996ce3baed8706a997035fd35c248656;1;1;1;1;1;1;1;1;1;1;10;1;1
d5018aef7607063ada3f857ecb191fc3;1;1;1;1;1;1;1;1;1;1;10;1;1
5b3fb95fa42b86e2e42f74193283ec8b;1;1;1;1;1;1;1;1;1;1;10;1;1
50f02724daf9a947077fc3b57e842018;1;1;1;1;1;1;1;1;1;1;10;1;1
95867174d74b9ef93160d27750a78b46;1;1;1;1;1;1;1;1;1;1;10;1;1
1a1521bde6fed2fd290901228f5a5924;1;1;1;1;1;1;1;1;1;1;10;1;1
2e65e1e1cbc00f87cc1756e9c37dd93a;1;1;1;1;1;1;1;1;1;1;10;1;1
4fe63b1b3dd8e7b79e4a8ca5f1780a6d;1;1;1;1;1;1;1;1;1;1;10;1;1
8e35b423a18fafd76c7de83fafeae683;1;1;1;1;1;1;1;1;1;1;10;1;1
5048b25921a0da530b45c01906eb5eed;1;1;1;1;1;1;1;1;1;1;10;1;1
33b1f895b3905d4591207565ebfefef4;1;1;1;1;1;1;1;1;1;1;10;1;1
40c280a62f35928636eaaabcae6dabf2;0;0;0;0;1;1;1;1;0;0;4;1;1
d512d6b49f15156aa346c4670b31b30c;1;1;1;1;1;1;1;1;1;1;10;1;1
0ecce147e3707b38a552b1f9a42f6d04;1;1;1;1;1;1;1;1;1;1;10;1;1
4ee848a46c7d484b8f8bfc3322744913;1;1;1;1;1;1;1;1;1;1;10;1;1
171c1c6d307afbae2957e741a4d4412f;0;1;1;1;1;1;1;1;1;1;9;1;1
9eecfb090fcf1859e91a84aed74320b3;0;1;1;1;1;1;1;1;1;1;9;1;1
4527f0055a21654ff0892d7a4a88d1ec;1;1;1;1;1;1;1;1;1;1;10;1;1
5b40edf88da1368b9387719cfc665a06;1;1;1;1;1;1;1;1;1;1;10;1;1
098b98588b0faa853692e46398be8f28;1;1;1;1;1;1;1;1;1;1;10;1;1
096a791524b9ff0ee657822bc7c4636b;1;1;1;1;0;1;1;1;1;1;9;1;1
48caa205c1567faffb5d57067cedbbbe;1;1;1;1;1;1;1;1;1;1;10;1;1
95e8b0a33373d0d50ed29a69bb8a546a;1;1;1;1;1;1;1;1;1;1;10;1;1
cacc88f2d5f39e672ea5a23a45afeb41;1;1;1;1;1;1;1;1;1;1;10;1;1
f06440061f56d54de6bd9d3dfc658d2f;1;1;1;1;1;1;1;1;1;1;10;1;1
ced81e31c004615c1ff4c96b33e34bc8;0;0;0;1;1;0;0;1;0;0;3;1;1
071fda1d63bda3250d443132084998b4;1;1;1;1;1;1;1;1;1;1;10;1;1
c1d1a4779b83db2074a7f91fdc8ea860;1;1;1;1;1;1;1;1;1;1;10;0;1
876ad043170723c8693ea5762ad8c89b;1;1;1;1;1;1;1;1;1;1;10;1;1
3883a4a6a1e0bea639ff992d712d914f;1;1;1;1;1;1;1;1;1;1;10;1;1
905359fdbefb6263bc5f31579000a0d8;1;1;1;1;1;1;1;1;1;1;10;1;1
baa1fb8329f7fcc164e6ad74b2e38940;1;1;1;1;1;1;1;1;1;1;10;1;1
a121785f9e4dd32b48a5e0e34fdee6da;1;1;1;1;1;0;1;1;1;1;9;1;1
32b2c85efdbb016ad3c04fd3e4ff4cee;1;1;1;1;1;1;1;1;1;1;10;1;1
6c9b76df914bcb11d60b2c802dc60302;0;1;1;1;1;1;1;1;1;1;9;1;1
852a4733ff964d38262a5e3d5161ea97;1;1;1;1;1;1;1;1;1;1;10;1;1
6493e77b005827994d24d53f156ebb70;1;1;1;0;1;1;1;1;1;1;9;1;1
dfa5e4fd4ec7c885aec6150c8723b813;1;1;1;1;1;1;1;1;1;1;10;0;1
c07d7a3acbc71929c81811a3249c0ca4;0;0;0;1;1;0;0;1;1;0;4;1;1
80a403850f764cd5b6b6ca7815d1eef8;1;1;1;1;1;1;1;1;1;1;10;1;1
fd81cbb883033274471a48ed055ff2e1;1;1;1;1;1;1;1;1;1;1;10;1;1
70a2de1c874b1061b6b819337db1d5f1;1;1;1;1;1;1;1;1;1;1;10;1;1
9e7946bf49e30aeb4b5111a624ef2981;0;1;1;1;0;1;1;0;1;1;7;1;1
2638813001d70ad71e97327e791087bd;1;1;1;1;1;1;1;1;1;1;10;1;1
c5c0b0b5155a76c8037160aacca73866;0;1;0;1;0;1;0;1;0;0;4;1;1
f417019a58819094264b9687afaafcf4;1;1;1;1;1;1;1;1;1;1;10;1;1
ec5dbab7a41c69f9bcb9acc0b09a9429;0;0;1;1;1;1;1;1;0;1;7;1;1
70dbb242696f558da229bee0b1da7db1;0;0;1;0;1;0;1;1;0;1;5;1;1
061aead87b37a7e79e0ac79d966ed8ee;1;1;1;1;1;1;1;1;1;1;10;1;1
ca9b1397310d3cbe5af8773585cbfd29;1;1;1;1;1;1;1;1;1;1;10;1;1
47c8e87ea31312b22b44904833336cc9;1;1;1;1;0;1;1;0;1;0;7;1;1
6a22be01906d153bad9960303f5022b2;1;1;1;1;1;1;1;1;1;1;10;1;1
0838d900087e43a28d69209f6712e95c;1;1;1;1;1;1;1;1;1;1;10;1;1
f552bfa09812593f31dad0b05e55b0b2;1;1;1;1;1;1;1;1;1;1;10;1;1
8f51d6e7fb36bad332f41c398b731763;1;1;1;1;1;1;1;1;1;1;10;1;1
26b7e9017baf7dda3a436f4a69ad7020;1;1;1;1;1;1;1;1;1;1;10;1;1
1fa18abde13192d33d6347abe0bf734e;1;1;1;1;1;1;1;1;1;1;10;1;1
564497b4dd4f071cec6aff95925f2399;1;1;1;1;1;1;1;1;1;1;10;1;1
79b7b9cc898ec6a19baa53da2018113b;1;1;1;1;1;1;1;1;1;1;10;1;1
91525a4a2e396ba3f30e5b583ce3a7ad;1;1;1;1;1;1;1;1;1;1;10;1;1
74739791ddbaa5cb3a31ec914de4cf3d;1;1;1;1;1;1;1;1;1;1;10;1;1
283656add09f95a98ccd49bbe953cc84;1;1;1;1;1;1;1;1;1;1;10;1;1
daff1c9f89fe979a59e0633d072b359e;0;0;0;0;0;0;0;0;0;0;0;1;0
44121c6dc43f3b42ee63ac3ed9c848bf;1;1;1;1;1;1;1;1;1;1;10;1;1
5c3beb4f7e74959a30f3a44bbc3eeaa3;1;1;1;1;1;1;1;1;1;1;10;1;1
6cd11fe1038867baa38ad7fbce1298b6;1;1;1;1;1;1;1;1;1;1;10;1;1
545f0d6c85e724cdf181bbb695d6adb1;1;1;1;1;1;1;1;1;1;1;10;1;1
6846c9d04a338a95f1f4182dcf16fc5a;1;1;1;1;1;1;1;1;1;1;10;1;1
3d26275ccc120102d07f995e3c2ef412;1;1;1;1;1;1;1;1;1;1;10;1;1
5fec9fd6977ba4a9ab185ca038431c32;1;1;1;1;1;1;1;1;1;1;10;1;1
7a92a498c097cda94c621d34c51a50f6;1;1;1;1;1;1;1;1;1;1;10;1;1
a178aff9e04bff7f255b1e2c5bcf4d6a;1;1;1;1;1;1;1;1;1;1;10;1;1
b24b679be31293b67afbbbd90bf7d4c1;1;1;1;1;1;1;1;1;1;1;10;1;1
c52a6413be880fd815cd76f4c59f1e46;1;1;1;1;1;1;1;1;1;1;10;1;1
af882f80c603ea5be31bfaa6c9306e27;1;1;1;1;1;1;1;1;1;1;10;1;1
54589594a823e0dd95951c481aee66db;1;1;1;1;1;1;1;1;1;1;10;1;1
62ed509fb1d4970cdce54f932c62f183;1;1;1;1;1;1;1;1;1;1;10;1;1
357dd51ebcab4a9fa66e0ee5cb9cf249;0;1;1;1;1;1;1;1;1;1;9;1;1
3af6c90f7f68a433eeb65af4640a813c;1;1;1;1;1;1;1;1;1;1;10;1;1
1f3778e3ada25676eaa4b59551901ad8;1;1;1;1;1;1;1;1;1;1;10;1;1
a5375147434baba2a3eb32606e9931b5;1;1;1;1;1;1;1;1;1;1;10;1;1
78d8a849b889ce5fb3e132648e314a7f;1;1;1;1;1;1;1;1;1;1;10;1;1
421a7bd8d40cb10d642deee7f6a50efa;1;1;1;1;1;1;1;1;1;1;10;1;1
968690a9a30354aab598da222b168d95;1;1;1;1;1;1;1;1;1;1;10;1;1
784d27170c1761184cef189fa4889cc6;1;1;1;1;1;1;1;1;1;0;9;1;1
a032d134cf0aafcf151d28f7cd7a8262;1;1;1;1;1;1;1;1;1;1;10;0;1
b250362001c85e727f8c927beb0acf78;1;1;1;1;1;1;1;1;1;1;10;1;1
1c57eb8598e7173642150517abe9e4f5;1;1;1;1;1;1;1;1;1;1;10;1;1
46112aeb7a25f6e32650770726a11752;1;1;1;1;1;1;1;1;1;1;10;1;1
dfc35465410b9a662acdfaa9ae403f05;1;1;1;1;1;1;1;1;1;1;10;1;1
7a3f5383d3fc1c109b0edded3b6b25be;1;1;1;1;1;1;1;1;1;1;10;1;1
9ea823051ff87f8a95f3d3dc63ccbb83;1;1;1;1;1;1;1;1;1;1;10;1;1
152810665e8cb6bcc1c61230b6e929d7;1;1;1;1;1;1;1;1;1;1;10;1;1
bef88a7cdfedb63d06bcd5701fbd3299;1;1;1;1;1;0;1;1;1;1;9;1;1
56921bed6e4dd3ba4064557d453e403e;1;1;1;1;1;1;1;1;1;1;10;1;1
c821c12f3efda062f6a8b00de3685f5b;1;1;1;1;1;1;1;1;1;1;10;1;1
0312f8330872d38f6db75ecf53acc62c;1;1;1;1;1;1;1;1;1;1;10;1;1
ce18b8f4a7ce5fabbd492526ab690753;1;1;1;1;1;1;1;1;1;1;10;1;1
b5de70712b8019f5209ea76c30d8874a;0;0;1;1;0;0;1;0;1;0;4;1;1
c3b9975b7840866bd3a00265804ca5a7;1;1;1;1;1;1;1;1;1;1;10;1;1
2eb615a83afed8792190b04dea641217;1;1;1;1;1;1;1;1;1;1;10;1;1
beb47225071bd8762c0cb0d6e609129d;1;1;1;1;1;1;1;1;1;1;10;1;1
3270f89a953f6ba0eab5ebc529b313d2;1;1;1;1;1;1;1;1;1;1;10;1;1
b8cba2d509d5bcbd1857332c6974e40f;1;1;1;1;1;1;1;1;1;1;10;1;1
0d815b2dfbfa80fbeb07aa8002c502df;1;1;1;1;1;1;1;1;1;1;10;1;1
ea534faca989f631e4c06ca297b43550;0;1;1;0;1;1;1;1;1;0;7;1;1
a8ed7245785b2bd040b1aa39c303081d;1;1;1;1;1;1;1;1;1;1;10;1;1
bdf0bd829a591a7786fa902c788a0590;1;1;1;1;1;1;1;1;1;1;10;1;1
06e797b860892742cc3ad150d7196eb0;1;1;1;1;1;1;1;1;1;1;10;1;1
99ca5a1308ec81ca6974a1159055fc90;1;1;1;1;1;1;1;1;1;1;10;1;1
f43dbc77e78eec495daef1fa8c28021d;1;1;1;1;1;1;1;1;1;1;10;1;1
85a206115a80d17c60affe071a0358a3;1;1;1;1;1;1;1;1;1;1;10;1;1
51f9a5e2905c65438087d5384d13496c;1;1;1;1;1;1;1;1;1;1;10;1;1
05763355c5b68d130975cbd150e8b9b5;1;1;1;1;1;1;1;1;1;1;10;1;1
f032f213e4ed0c5083faf4e88c2c6b06;1;1;1;1;1;1;1;1;1;1;10;1;1
6260b545f4f514191ffa8127dad1c1cd;0;1;1;1;1;0;1;1;1;0;7;1;1
846b1e88956d891648750465642f6222;1;1;1;1;1;1;1;1;1;1;10;1;1
1165392f59409f57cc98f9700e341d2f;1;1;1;1;1;0;1;0;1;1;8;1;1
a64815655a7dd85569ec91dd944fbdf3;1;1;1;1;1;1;1;1;1;1;10;1;1
36eb80897ad85742010328a1bd0a620d;1;1;1;1;1;1;1;1;1;1;10;1;1
f9f3d9e01d4a743db0da14e09a1ee59d;0;0;1;1;1;1;1;1;0;1;7;1;1
f4e6468d9dc7466f1ee7fe0358fd1ac3;1;1;1;1;1;1;1;1;1;1;10;1;1
6828ff96e066b087396b0869969c594a;0;0;0;1;1;0;0;1;1;0;4;1;1
d87d67b8a32ce738891d5504bfa2e69b;1;1;1;1;1;1;1;1;1;1;10;1;1
454ff9cce1b7c0fcff62fac3934e388e;1;1;1;1;1;1;1;1;1;1;10;1;1
a453f5b3522630459383cdd9af183cec;1;1;1;1;1;1;1;1;1;1;10;1;1
5779096d3be228da0d90a9749b5358c9;1;1;1;1;1;1;1;1;1;1;10;1;1
b3da0f0fb6b49eccb296a032566a82d4;1;1;1;1;1;1;1;1;1;1;10;1;1
c1972a9357d0972df42366128e0c72f9;1;1;1;1;1;1;1;1;1;1;10;1;1
9be7ccf2784692c34f0a23ee1c6cdf96;1;1;1;1;1;1;1;1;1;1;10;1;1
f8867101a2ca99c571360d7d95a8116d;0;1;1;1;1;1;1;1;1;1;9;1;1
dce9e32cb1e6cc8facd20fabdb98e055;1;1;1;1;1;1;1;1;1;1;10;1;1
b51dc2e54ea5a652110189df2322e8ef;1;1;1;1;1;1;1;1;0;1;9;1;1
0cef0b3b15c9824d99e5cc0326e41850;1;1;1;1;1;1;1;1;1;1;10;1;1
6e0cdaf8f0d69e5b0d4b668ca57054f8;1;1;1;1;1;1;0;1;1;1;9;1;1
a971f167c7bf6ffcc0e9a8cd75101ed1;1;1;1;1;1;1;1;1;1;1;10;1;1
28ce943a61b6513025121ebb98c91a92;1;1;1;1;1;1;1;1;1;1;10;1;1
0189f099f1d4340903c64c40fcf3d3a2;1;1;1;1;0;1;1;1;1;1;9;1;1
cc7acb4bb6c67df81bb3b77292f142e7;1;1;1;1;1;1;1;1;1;1;10;1;1
fef067c2e31de9d1ae8f63155e439b1e;1;1;1;1;1;1;1;1;1;1;10;1;1
203fc26510ef07de316e740fb2c40418;1;1;1;1;1;1;1;1;1;1;10;1;1
065cfa71e11cd67ea14f3c072363167b;1;1;1;1;1;1;1;1;1;1;10;1;1
2284537600220af7260edf79f48aeeb8;1;1;1;1;1;1;1;1;1;1;10;1;1
2a3778d63136b50697257cce57dfb445;1;1;1;1;1;1;1;1;1;1;10;1;1
efcb0ea8ab24f7848c9f660a517bf52c;1;1;1;1;1;1;1;1;1;1;10;1;1
2dd6dbfea8aadb84e8dac1f8666471f1;1;1;1;1;1;1;1;1;1;1;10;1;1
4a2827e59e646de4a83818f494796b96;1;1;1;1;1;1;1;1;1;1;10;1;1
14372b30495e6d129269345dd1f700bd;1;1;1;1;1;1;1;1;1;1;10;1;1
7bfad62088a9d2186c233c0d346a58de;1;1;1;1;1;1;1;1;1;1;10;1;1
7dcdc2edb4a8e3d2225ad3fa8d0eda26;1;1;1;1;1;1;1;1;1;1;10;1;1
